source_file,row_index,simulation,routes,avg_waiting_time,avg_queue_time,routes_list
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,80,81,['A47X'],1517.8163545078544,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,81,82,['A47X'],639.2702992658768,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,82,83,['A47X'],733.2700981765959,42.45962467032848,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,83,84,['A47X'],365.5550779314587,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,84,85,['A47X'],918.128375951178,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,85,86,['A47X'],846.8292128641032,16.59177235057238,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,86,87,['A47X'],938.6308425851518,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,87,88,['A47X'],833.5376073680932,142.6713706467949,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,88,89,['A47X'],936.3774631736096,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,89,90,['A47X'],551.2606837445359,3.979246086494576,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,90,91,['A47X'],817.1268650116969,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,91,92,['A47X'],1598.2595744686914,88.6584469095551,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,92,93,['A47X'],665.0747605720118,78.21368445627061,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,93,94,['A47X'],448.1225420951616,9.010954493364808,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,94,95,['A47X'],346.331448934673,8.48019278945995,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,95,96,['A47X'],841.9272713795667,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,96,97,['A47X'],1086.2960232976106,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,97,98,['A47X'],689.5892120779712,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,98,99,['A47X'],798.6406734709733,140.5995892500686,['A47X']
