snapshot_ts,stop_id,route,direction,eta,eta_seq,data_timestamp,source_file
2025-11-05T06:13:52.398093+00:00,3F24CFF9046300D9,272A,O,2025-11-05T14:29:02+08:00,2,2025-11-05T14:13:45+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
2025-11-05T06:13:52.398093+00:00,3F24CFF9046300D9,272A,O,2025-11-05T14:41:02+08:00,3,2025-11-05T14:13:45+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
2025-11-05T06:13:52.398093+00:00,B34F59A0270AEDA4,272A,O,2025-11-05T14:18:28+08:00,1,2025-11-05T14:12:45+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
2025-11-05T06:13:52.398093+00:00,B34F59A0270AEDA4,272A,O,2025-11-05T14:30:16+08:00,2,2025-11-05T14:12:45+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
2025-11-05T06:13:52.398093+00:00,B34F59A0270AEDA4,272A,O,2025-11-05T14:42:16+08:00,3,2025-11-05T14:12:45+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
2025-11-05T06:14:22.501705+00:00,3F24CFF9046300D9,272A,O,2025-11-05T14:17:01+08:00,1,2025-11-05T14:13:45+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
2025-11-05T06:14:22.501705+00:00,3F24CFF9046300D9,272A,O,2025-11-05T14:29:02+08:00,2,2025-11-05T14:13:45+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
2025-11-05T06:14:22.501705+00:00,3F24CFF9046300D9,272A,O,2025-11-05T14:41:02+08:00,3,2025-11-05T14:13:45+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
2025-11-05T06:14:22.501705+00:00,B34F59A0270AEDA4,272A,O,2025-11-05T14:18:10+08:00,1,2025-11-05T14:14:15+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
2025-11-05T06:14:22.501705+00:00,B34F59A0270AEDA4,272A,O,2025-11-05T14:31:11+08:00,2,2025-11-05T14:14:15+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
2025-11-05T06:14:22.501705+00:00,B34F59A0270AEDA4,272A,O,2025-11-05T14:42:16+08:00,3,2025-11-05T14:14:15+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
2025-11-05T06:14:52.643431+00:00,3F24CFF9046300D9,272A,O,2025-11-05T14:16:57+08:00,1,2025-11-05T14:14:45+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
2025-11-05T06:14:52.643431+00:00,3F24CFF9046300D9,272A,O,2025-11-05T14:29:56+08:00,2,2025-11-05T14:14:45+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
2025-11-05T06:14:52.643431+00:00,3F24CFF9046300D9,272A,O,2025-11-05T14:41:02+08:00,3,2025-11-05T14:14:45+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
2025-11-05T06:14:52.643431+00:00,B34F59A0270AEDA4,272A,O,2025-11-05T14:18:10+08:00,1,2025-11-05T14:14:15+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
