snapshot_ts,route,3F24CFF9046300D9,B34F59A0270AEDA4,eta_A,eta_B,delta_s
2025-11-04 00:02:12.313104+00:00,65X,2025-11-04 08:18:52+08:00,2025-11-04 08:19:39+08:00,2025-11-04 08:18:52+08:00,2025-11-04 08:19:39+08:00,47.0
2025-11-04 00:02:43.233367+00:00,274,2025-11-04 08:21:25+08:00,2025-11-04 08:22:45+08:00,2025-11-04 08:21:25+08:00,2025-11-04 08:22:45+08:00,80.0
2025-11-04 00:02:43.233367+00:00,65X,2025-11-04 08:18:52+08:00,2025-11-04 08:19:39+08:00,2025-11-04 08:18:52+08:00,2025-11-04 08:19:39+08:00,47.0
2025-11-04 00:03:13.369029+00:00,274,2025-11-04 08:20:52+08:00,2025-11-04 08:22:11+08:00,2025-11-04 08:20:52+08:00,2025-11-04 08:22:11+08:00,79.0
2025-11-04 00:03:13.369029+00:00,65X,2025-11-04 08:18:40+08:00,2025-11-04 08:19:26+08:00,2025-11-04 08:18:40+08:00,2025-11-04 08:19:26+08:00,46.0
2025-11-04 00:03:43.632094+00:00,272A,2025-11-04 08:10:43+08:00,2025-11-04 08:12:56+08:00,2025-11-04 08:10:43+08:00,2025-11-04 08:12:56+08:00,133.0
2025-11-04 00:03:43.632094+00:00,274,2025-11-04 08:20:52+08:00,2025-11-04 08:22:11+08:00,2025-11-04 08:20:52+08:00,2025-11-04 08:22:11+08:00,79.0
2025-11-04 00:03:43.632094+00:00,65X,2025-11-04 08:18:40+08:00,2025-11-04 08:19:26+08:00,2025-11-04 08:18:40+08:00,2025-11-04 08:19:26+08:00,46.0
2025-11-04 00:04:13.743808+00:00,272A,2025-11-04 08:10:50+08:00,2025-11-04 08:12:56+08:00,2025-11-04 08:10:50+08:00,2025-11-04 08:12:56+08:00,126.0
2025-11-04 00:04:13.743808+00:00,274,2025-11-04 08:21:28+08:00,2025-11-04 08:22:11+08:00,2025-11-04 08:21:28+08:00,2025-11-04 08:22:11+08:00,43.0
2025-11-04 00:04:43.867364+00:00,272A,2025-11-04 08:10:50+08:00,2025-11-04 08:12:57+08:00,2025-11-04 08:10:50+08:00,2025-11-04 08:12:57+08:00,127.0
2025-11-04 00:04:43.867364+00:00,274,2025-11-04 08:21:28+08:00,2025-11-04 08:23:12+08:00,2025-11-04 08:21:28+08:00,2025-11-04 08:23:12+08:00,104.0
2025-11-04 00:04:43.867364+00:00,65X,2025-11-04 08:19:29+08:00,2025-11-04 08:19:48+08:00,2025-11-04 08:19:29+08:00,2025-11-04 08:19:48+08:00,19.0
2025-11-04 00:05:13.972846+00:00,272A,2025-11-04 08:10:58+08:00,2025-11-04 08:12:57+08:00,2025-11-04 08:10:58+08:00,2025-11-04 08:12:57+08:00,119.0
2025-11-04 00:05:13.972846+00:00,274,2025-11-04 08:21:17+08:00,2025-11-04 08:23:12+08:00,2025-11-04 08:21:17+08:00,2025-11-04 08:23:12+08:00,115.0
2025-11-04 00:05:13.972846+00:00,65X,2025-11-04 08:19:02+08:00,2025-11-04 08:19:48+08:00,2025-11-04 08:19:02+08:00,2025-11-04 08:19:48+08:00,46.0
2025-11-04 00:05:44.229974+00:00,272A,2025-11-04 08:10:58+08:00,2025-11-04 08:12:57+08:00,2025-11-04 08:10:58+08:00,2025-11-04 08:12:57+08:00,119.0
2025-11-04 00:05:44.229974+00:00,274,2025-11-04 08:21:17+08:00,2025-11-04 08:23:12+08:00,2025-11-04 08:21:17+08:00,2025-11-04 08:23:12+08:00,115.0
2025-11-04 00:05:44.229974+00:00,65X,2025-11-04 08:19:02+08:00,2025-11-04 08:19:48+08:00,2025-11-04 08:19:02+08:00,2025-11-04 08:19:48+08:00,46.0
2025-11-04 00:06:14.320130+00:00,272A,2025-11-04 08:10:36+08:00,2025-11-04 08:12:50+08:00,2025-11-04 08:10:36+08:00,2025-11-04 08:12:50+08:00,134.0
2025-11-04 00:06:14.320130+00:00,274,2025-11-04 08:21:34+08:00,2025-11-04 08:22:54+08:00,2025-11-04 08:21:34+08:00,2025-11-04 08:22:54+08:00,80.0
2025-11-04 00:06:14.320130+00:00,65X,2025-11-04 08:19:18+08:00,2025-11-04 08:20:05+08:00,2025-11-04 08:19:18+08:00,2025-11-04 08:20:05+08:00,47.0
2025-11-04 00:06:44.591594+00:00,272A,2025-11-04 08:10:36+08:00,2025-11-04 08:12:50+08:00,2025-11-04 08:10:36+08:00,2025-11-04 08:12:50+08:00,134.0
2025-11-04 00:06:44.591594+00:00,274,2025-11-04 08:21:34+08:00,2025-11-04 08:22:54+08:00,2025-11-04 08:21:34+08:00,2025-11-04 08:22:54+08:00,80.0
2025-11-04 00:06:44.591594+00:00,65X,2025-11-04 08:19:18+08:00,2025-11-04 08:20:05+08:00,2025-11-04 08:19:18+08:00,2025-11-04 08:20:05+08:00,47.0
2025-11-04 00:07:14.687273+00:00,272A,2025-11-04 08:10:58+08:00,2025-11-04 08:13:11+08:00,2025-11-04 08:10:58+08:00,2025-11-04 08:13:11+08:00,133.0
2025-11-04 00:07:14.687273+00:00,274,2025-11-04 08:21:32+08:00,2025-11-04 08:22:52+08:00,2025-11-04 08:21:32+08:00,2025-11-04 08:22:52+08:00,80.0
2025-11-04 00:07:14.687273+00:00,65X,2025-11-04 08:19:41+08:00,2025-11-04 08:20:27+08:00,2025-11-04 08:19:41+08:00,2025-11-04 08:20:27+08:00,46.0
2025-11-04 00:07:45.376037+00:00,272A,2025-11-04 08:10:58+08:00,2025-11-04 08:13:11+08:00,2025-11-04 08:10:58+08:00,2025-11-04 08:13:11+08:00,133.0
2025-11-04 00:07:45.376037+00:00,274,2025-11-04 08:21:32+08:00,2025-11-04 08:22:52+08:00,2025-11-04 08:21:32+08:00,2025-11-04 08:22:52+08:00,80.0
2025-11-04 00:07:45.376037+00:00,65X,2025-11-04 08:19:41+08:00,2025-11-04 08:20:27+08:00,2025-11-04 08:19:41+08:00,2025-11-04 08:20:27+08:00,46.0
2025-11-04 00:08:15.939967+00:00,272A,2025-11-04 08:10:55+08:00,2025-11-04 08:13:09+08:00,2025-11-04 08:10:55+08:00,2025-11-04 08:13:09+08:00,134.0
2025-11-04 00:08:15.939967+00:00,274,2025-11-04 08:20:54+08:00,2025-11-04 08:22:13+08:00,2025-11-04 08:20:54+08:00,2025-11-04 08:22:13+08:00,79.0
2025-11-04 00:08:15.939967+00:00,65X,2025-11-04 08:19:52+08:00,2025-11-04 08:20:38+08:00,2025-11-04 08:19:52+08:00,2025-11-04 08:20:38+08:00,46.0
2025-11-04 00:08:46.200852+00:00,272A,2025-11-04 08:10:55+08:00,2025-11-04 08:13:09+08:00,2025-11-04 08:10:55+08:00,2025-11-04 08:13:09+08:00,134.0
2025-11-04 00:08:46.200852+00:00,274,2025-11-04 08:20:54+08:00,2025-11-04 08:22:13+08:00,2025-11-04 08:20:54+08:00,2025-11-04 08:22:13+08:00,79.0
2025-11-04 00:08:46.200852+00:00,65X,2025-11-04 08:19:52+08:00,2025-11-04 08:20:38+08:00,2025-11-04 08:19:52+08:00,2025-11-04 08:20:38+08:00,46.0
2025-11-04 00:09:16.304438+00:00,272A,2025-11-04 08:11:03+08:00,2025-11-04 08:13:17+08:00,2025-11-04 08:11:03+08:00,2025-11-04 08:13:17+08:00,134.0
2025-11-04 00:09:16.304438+00:00,274,2025-11-04 08:20:54+08:00,2025-11-04 08:22:13+08:00,2025-11-04 08:20:54+08:00,2025-11-04 08:22:13+08:00,79.0
2025-11-04 00:09:16.304438+00:00,65X,2025-11-04 08:19:06+08:00,2025-11-04 08:19:53+08:00,2025-11-04 08:19:06+08:00,2025-11-04 08:19:53+08:00,47.0
2025-11-04 00:09:46.559951+00:00,272A,2025-11-04 08:11:03+08:00,2025-11-04 08:13:17+08:00,2025-11-04 08:11:03+08:00,2025-11-04 08:13:17+08:00,134.0
2025-11-04 00:09:46.559951+00:00,274,2025-11-04 08:20:54+08:00,2025-11-04 08:22:13+08:00,2025-11-04 08:20:54+08:00,2025-11-04 08:22:13+08:00,79.0
2025-11-04 00:09:46.559951+00:00,65X,2025-11-04 08:19:06+08:00,2025-11-04 08:19:53+08:00,2025-11-04 08:19:06+08:00,2025-11-04 08:19:53+08:00,47.0
2025-11-04 00:10:16.648599+00:00,272A,2025-11-04 08:11:46+08:00,2025-11-04 08:14:00+08:00,2025-11-04 08:11:46+08:00,2025-11-04 08:14:00+08:00,134.0
2025-11-04 00:10:16.648599+00:00,274,2025-11-04 08:20:55+08:00,2025-11-04 08:22:15+08:00,2025-11-04 08:20:55+08:00,2025-11-04 08:22:15+08:00,80.0
2025-11-04 00:10:16.648599+00:00,65X,2025-11-04 08:19:21+08:00,2025-11-04 08:20:08+08:00,2025-11-04 08:19:21+08:00,2025-11-04 08:20:08+08:00,47.0
2025-11-04 00:10:47.250901+00:00,272A,2025-11-04 08:11:50+08:00,2025-11-04 08:14:00+08:00,2025-11-04 08:11:50+08:00,2025-11-04 08:14:00+08:00,130.0
2025-11-04 00:10:47.250901+00:00,274,2025-11-04 08:20:55+08:00,2025-11-04 08:22:15+08:00,2025-11-04 08:20:55+08:00,2025-11-04 08:22:15+08:00,80.0
2025-11-04 00:11:17.442637+00:00,272A,2025-11-04 08:11:50+08:00,2025-11-04 08:13:55+08:00,2025-11-04 08:11:50+08:00,2025-11-04 08:13:55+08:00,125.0
2025-11-04 00:11:17.442637+00:00,274,2025-11-04 08:20:55+08:00,2025-11-04 08:22:12+08:00,2025-11-04 08:20:55+08:00,2025-11-04 08:22:12+08:00,77.0
2025-11-04 00:11:17.442637+00:00,65X,2025-11-04 08:20:21+08:00,2025-11-04 08:21:08+08:00,2025-11-04 08:20:21+08:00,2025-11-04 08:21:08+08:00,47.0
2025-11-04 00:11:47.616923+00:00,272A,2025-11-04 08:12:00+08:00,2025-11-04 08:13:55+08:00,2025-11-04 08:12:00+08:00,2025-11-04 08:13:55+08:00,115.0
2025-11-04 00:11:47.616923+00:00,274,2025-11-04 08:20:52+08:00,2025-11-04 08:22:12+08:00,2025-11-04 08:20:52+08:00,2025-11-04 08:22:12+08:00,80.0
2025-11-04 00:11:47.616923+00:00,65X,2025-11-04 08:20:25+08:00,2025-11-04 08:21:08+08:00,2025-11-04 08:20:25+08:00,2025-11-04 08:21:08+08:00,43.0
2025-11-04 00:12:17.784884+00:00,272A,2025-11-04 08:12:36+08:00,2025-11-04 08:14:03+08:00,2025-11-04 08:12:36+08:00,2025-11-04 08:14:03+08:00,87.0
2025-11-04 00:12:17.784884+00:00,274,2025-11-04 08:20:52+08:00,2025-11-04 08:22:12+08:00,2025-11-04 08:20:52+08:00,2025-11-04 08:22:12+08:00,80.0
2025-11-04 00:12:17.784884+00:00,65X,2025-11-04 08:20:25+08:00,2025-11-04 08:21:12+08:00,2025-11-04 08:20:25+08:00,2025-11-04 08:21:12+08:00,47.0
2025-11-04 00:12:47.930163+00:00,274,2025-11-04 08:20:53+08:00,2025-11-04 08:22:12+08:00,2025-11-04 08:20:53+08:00,2025-11-04 08:22:12+08:00,79.0
2025-11-04 00:12:47.930163+00:00,65X,2025-11-04 08:21:25+08:00,2025-11-04 08:22:12+08:00,2025-11-04 08:21:25+08:00,2025-11-04 08:22:12+08:00,47.0
2025-11-04 00:13:18.089846+00:00,274,2025-11-04 08:20:53+08:00,2025-11-04 08:22:12+08:00,2025-11-04 08:20:53+08:00,2025-11-04 08:22:12+08:00,79.0
2025-11-04 00:13:18.089846+00:00,65X,2025-11-04 08:21:25+08:00,2025-11-04 08:22:12+08:00,2025-11-04 08:21:25+08:00,2025-11-04 08:22:12+08:00,47.0
2025-11-04 00:13:48.275998+00:00,274,2025-11-04 08:20:48+08:00,2025-11-04 08:22:12+08:00,2025-11-04 08:20:48+08:00,2025-11-04 08:22:12+08:00,84.0
2025-11-04 00:13:48.275998+00:00,65X,2025-11-04 08:21:38+08:00,2025-11-04 08:22:12+08:00,2025-11-04 08:21:38+08:00,2025-11-04 08:22:12+08:00,34.0
2025-11-04 00:14:18.403761+00:00,274,2025-11-04 08:20:48+08:00,2025-11-04 08:22:07+08:00,2025-11-04 08:20:48+08:00,2025-11-04 08:22:07+08:00,79.0
2025-11-04 00:14:18.403761+00:00,65X,2025-11-04 08:21:38+08:00,2025-11-04 08:22:25+08:00,2025-11-04 08:21:38+08:00,2025-11-04 08:22:25+08:00,47.0
2025-11-04 00:14:48.589214+00:00,274,2025-11-04 08:20:48+08:00,2025-11-04 08:22:07+08:00,2025-11-04 08:20:48+08:00,2025-11-04 08:22:07+08:00,79.0
2025-11-04 00:14:48.589214+00:00,65X,2025-11-04 08:21:38+08:00,2025-11-04 08:22:25+08:00,2025-11-04 08:21:38+08:00,2025-11-04 08:22:25+08:00,47.0
2025-11-04 00:15:18.946744+00:00,274,2025-11-04 08:20:50+08:00,2025-11-04 08:22:10+08:00,2025-11-04 08:20:50+08:00,2025-11-04 08:22:10+08:00,80.0
2025-11-04 00:15:18.946744+00:00,65X,2025-11-04 08:23:08+08:00,2025-11-04 08:23:55+08:00,2025-11-04 08:23:08+08:00,2025-11-04 08:23:55+08:00,47.0
2025-11-04 00:15:49.114477+00:00,274,2025-11-04 08:20:50+08:00,2025-11-04 08:22:10+08:00,2025-11-04 08:20:50+08:00,2025-11-04 08:22:10+08:00,80.0
2025-11-04 00:15:49.114477+00:00,65X,2025-11-04 08:23:08+08:00,2025-11-04 08:23:55+08:00,2025-11-04 08:23:08+08:00,2025-11-04 08:23:55+08:00,47.0
2025-11-04 00:16:19.225216+00:00,272A,2025-11-04 08:19:38+08:00,2025-11-04 08:22:00+08:00,2025-11-04 08:19:38+08:00,2025-11-04 08:22:00+08:00,142.0
2025-11-04 00:16:19.225216+00:00,274,2025-11-04 08:20:50+08:00,2025-11-04 08:22:19+08:00,2025-11-04 08:20:50+08:00,2025-11-04 08:22:19+08:00,89.0
2025-11-04 00:16:19.225216+00:00,65X,2025-11-04 08:23:08+08:00,2025-11-04 08:24:03+08:00,2025-11-04 08:23:08+08:00,2025-11-04 08:24:03+08:00,55.0
2025-11-04 00:16:49.331812+00:00,272A,2025-11-04 08:19:47+08:00,2025-11-04 08:22:00+08:00,2025-11-04 08:19:47+08:00,2025-11-04 08:22:00+08:00,133.0
2025-11-04 00:16:49.331812+00:00,274,2025-11-04 08:20:59+08:00,2025-11-04 08:22:19+08:00,2025-11-04 08:20:59+08:00,2025-11-04 08:22:19+08:00,80.0
2025-11-04 00:16:49.331812+00:00,65X,2025-11-04 08:22:41+08:00,2025-11-04 08:24:03+08:00,2025-11-04 08:22:41+08:00,2025-11-04 08:24:03+08:00,82.0
2025-11-04 00:17:19.460310+00:00,272A,2025-11-04 08:19:47+08:00,2025-11-04 08:22:01+08:00,2025-11-04 08:19:47+08:00,2025-11-04 08:22:01+08:00,134.0
2025-11-04 00:17:19.460310+00:00,274,2025-11-04 08:20:59+08:00,2025-11-04 08:22:19+08:00,2025-11-04 08:20:59+08:00,2025-11-04 08:22:19+08:00,80.0
2025-11-04 00:17:19.460310+00:00,65X,2025-11-04 08:22:41+08:00,2025-11-04 08:23:28+08:00,2025-11-04 08:22:41+08:00,2025-11-04 08:23:28+08:00,47.0
2025-11-04 00:17:49.650636+00:00,272A,2025-11-04 08:19:47+08:00,2025-11-04 08:22:01+08:00,2025-11-04 08:19:47+08:00,2025-11-04 08:22:01+08:00,134.0
2025-11-04 00:17:49.650636+00:00,274,2025-11-04 08:20:59+08:00,2025-11-04 08:22:19+08:00,2025-11-04 08:20:59+08:00,2025-11-04 08:22:19+08:00,80.0
2025-11-04 00:17:49.650636+00:00,65X,2025-11-04 08:22:41+08:00,2025-11-04 08:23:28+08:00,2025-11-04 08:22:41+08:00,2025-11-04 08:23:28+08:00,47.0
2025-11-04 00:18:19.720254+00:00,272A,2025-11-04 08:20:03+08:00,2025-11-04 08:22:18+08:00,2025-11-04 08:20:03+08:00,2025-11-04 08:22:18+08:00,135.0
2025-11-04 00:18:19.720254+00:00,274,2025-11-04 08:21:02+08:00,2025-11-04 08:22:21+08:00,2025-11-04 08:21:02+08:00,2025-11-04 08:22:21+08:00,79.0
2025-11-04 00:18:19.720254+00:00,65X,2025-11-04 08:22:28+08:00,2025-11-04 08:23:15+08:00,2025-11-04 08:22:28+08:00,2025-11-04 08:23:15+08:00,47.0
2025-11-04 00:18:49.873034+00:00,272A,2025-11-04 08:20:06+08:00,2025-11-04 08:22:20+08:00,2025-11-04 08:20:06+08:00,2025-11-04 08:22:20+08:00,134.0
2025-11-04 00:18:49.873034+00:00,274,2025-11-04 08:21:06+08:00,2025-11-04 08:22:25+08:00,2025-11-04 08:21:06+08:00,2025-11-04 08:22:25+08:00,79.0
2025-11-04 00:18:49.873034+00:00,65X,2025-11-04 08:22:28+08:00,2025-11-04 08:23:14+08:00,2025-11-04 08:22:28+08:00,2025-11-04 08:23:14+08:00,46.0
2025-11-04 00:19:20.085403+00:00,272A,2025-11-04 08:20:06+08:00,2025-11-04 08:22:20+08:00,2025-11-04 08:20:06+08:00,2025-11-04 08:22:20+08:00,134.0
2025-11-04 00:19:20.085403+00:00,274,2025-11-04 08:21:06+08:00,2025-11-04 08:22:25+08:00,2025-11-04 08:21:06+08:00,2025-11-04 08:22:25+08:00,79.0
2025-11-04 00:19:20.085403+00:00,65X,2025-11-04 08:22:28+08:00,2025-11-04 08:23:14+08:00,2025-11-04 08:22:28+08:00,2025-11-04 08:23:14+08:00,46.0
2025-11-04 00:19:50.559181+00:00,272A,2025-11-04 08:19:57+08:00,2025-11-04 08:22:11+08:00,2025-11-04 08:19:57+08:00,2025-11-04 08:22:11+08:00,134.0
2025-11-04 00:19:50.559181+00:00,274,2025-11-04 08:20:59+08:00,2025-11-04 08:22:19+08:00,2025-11-04 08:20:59+08:00,2025-11-04 08:22:19+08:00,80.0
2025-11-04 00:19:50.559181+00:00,65X,2025-11-04 08:22:19+08:00,2025-11-04 08:23:06+08:00,2025-11-04 08:22:19+08:00,2025-11-04 08:23:06+08:00,47.0
2025-11-04 00:20:21.661019+00:00,274,2025-11-04 08:20:59+08:00,2025-11-04 08:21:31+08:00,2025-11-04 08:20:59+08:00,2025-11-04 08:21:31+08:00,32.0
2025-11-04 00:20:21.661019+00:00,65X,2025-11-04 08:22:19+08:00,2025-11-04 08:23:02+08:00,2025-11-04 08:22:19+08:00,2025-11-04 08:23:02+08:00,43.0
2025-11-04 00:20:54.323206+00:00,65X,2025-11-04 08:22:25+08:00,2025-11-04 08:23:12+08:00,2025-11-04 08:22:25+08:00,2025-11-04 08:23:12+08:00,47.0
2025-11-04 00:21:25.680982+00:00,65X,2025-11-04 08:22:55+08:00,2025-11-04 08:23:12+08:00,2025-11-04 08:22:55+08:00,2025-11-04 08:23:12+08:00,17.0
2025-11-04 00:21:55.852281+00:00,65X,2025-11-04 08:22:55+08:00,2025-11-04 08:24:12+08:00,2025-11-04 08:22:55+08:00,2025-11-04 08:24:12+08:00,77.0
2025-11-04 00:22:26.031950+00:00,65X,2025-11-04 08:22:51+08:00,2025-11-04 08:24:12+08:00,2025-11-04 08:22:51+08:00,2025-11-04 08:24:12+08:00,81.0
2025-11-04 00:23:26.380120+00:00,65X,2025-11-04 08:23:30+08:00,2025-11-04 08:23:47+08:00,2025-11-04 08:23:30+08:00,2025-11-04 08:23:47+08:00,17.0
2025-11-04 00:23:56.532251+00:00,272A,2025-11-04 08:28:24+08:00,2025-11-04 08:30:28+08:00,2025-11-04 08:28:24+08:00,2025-11-04 08:30:28+08:00,124.0
2025-11-04 00:24:26.695479+00:00,272A,2025-11-04 08:28:11+08:00,2025-11-04 08:30:28+08:00,2025-11-04 08:28:11+08:00,2025-11-04 08:30:28+08:00,137.0
2025-11-04 00:24:56.874746+00:00,272A,2025-11-04 08:28:11+08:00,2025-11-04 08:30:26+08:00,2025-11-04 08:28:11+08:00,2025-11-04 08:30:26+08:00,135.0
2025-11-04 00:25:27.024276+00:00,272A,2025-11-04 08:28:12+08:00,2025-11-04 08:30:26+08:00,2025-11-04 08:28:12+08:00,2025-11-04 08:30:26+08:00,134.0
2025-11-04 00:25:57.195032+00:00,272A,2025-11-04 08:28:12+08:00,2025-11-04 08:30:05+08:00,2025-11-04 08:28:12+08:00,2025-11-04 08:30:05+08:00,113.0
2025-11-04 00:26:27.477951+00:00,272A,2025-11-04 08:27:53+08:00,2025-11-04 08:30:05+08:00,2025-11-04 08:27:53+08:00,2025-11-04 08:30:05+08:00,132.0
2025-11-04 00:26:57.617019+00:00,272A,2025-11-04 08:27:53+08:00,2025-11-04 08:29:59+08:00,2025-11-04 08:27:53+08:00,2025-11-04 08:29:59+08:00,126.0
